Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
289           289           +251.999      +860.573      +332.105      +52.4256      -1609.28      -279.415      +1497.1       -1888.69      -391.59       
290           290           +283.616      +832.937      +331.801      +54.9639      -1646.22      -282.542      +1503.32      -1928.77      -425.448      
291           291           +288.278      +823.113      +332.844      +47.7372      -1672.55      -255.201      +1491.97      -1927.75      -435.777      
292           292           +269.665      +858.759      +340.206      +57.5225      -1697.77      -272.091      +1526.15      -1969.86      -443.712      
293           293           +279.686      +879.915      +326.726      +53.837       -1699.16      -260.69       +1540.16      -1959.85      -419.686      
294           294           +273.707      +816.276      +314.862      +51.1109      -1705.16      -241.106      +1455.96      -1946.26      -490.308      
295           295           +314.019      +850.462      +349.61       +49.8582      -1702.8       -268.478      +1563.95      -1971.28      -407.326      
296           296           +280.999      +878.264      +336.509      +56.9054      -1696.41      -259.099      +1552.68      -1955.51      -402.832      
297           297           +269.662      +856.203      +334.168      +46.2537      -1687.75      -242.68       +1506.29      -1930.43      -424.142      
298           298           +267.909      +846.38       +343.765      +57.3448      -1681.12      -252.849      +1515.4       -1933.97      -418.569      
299           299           +280.376      +891.298      +331.268      +51.203       -1599.02      -255.168      +1554.15      -1854.19      -300.046      
300           300           +301.979      +877.275      +341.134      +49.3578      -1693.59      -241.118      +1569.75      -1934.71      -364.967      
301           301           +283.976      +829.196      +349.707      +57.6491      -1706.15      -240.24       +1520.53      -1946.39      -425.858      
302           302           +309.355      +851.095      +340.219      +51.9298      -1669.82      -266.771      +1552.6       -1936.59      -383.987      
303           303           +270.5        +838.065      +329.879      +50.8528      -1682.47      -274.253      +1489.3       -1956.73      -467.43       
304           304           +277.892      +849.768      +330.731      +55.582       -1717.19      -232.111      +1513.97      -1949.3       -435.326      
305           305           +277.408      +840.753      +312.096      +66.994       -1703.08      -264.297      +1497.25      -1967.37      -470.122      
306           306           +305.078      +835.845      +314.18       +55.2379      -1700.09      -240.225      +1510.34      -1940.31      -429.971      
307           307           +279.329      +867.744      +341.419      +49.1648      -1733.2       -247.239      +1537.66      -1980.44      -442.779      
308           308           +275.709      +839.206      +331.694      +52.7091      -1791.15      -261.228      +1499.32      -2052.38      -553.063      
309           309           +291.531      +854.954      +337.508      +54.1573      -1769.98      -266.488      +1538.15      -2036.47      -498.315      
310           310           +301.882      +819.182      +322.348      +45.8733      -1745.97      -265.983      +1489.28      -2011.95      -522.668      
311           311           +311.629      +822.938      +338.98       +48.397       -1830.81      -262.975      +1521.94      -2093.78      -571.839      
312           312           +263.323      +868.855      +343.294      +60.7195      -1734.53      -253.367      +1536.19      -1987.9       -451.705      
313           313           +270.992      +817.085      +345.333      +47.1287      -1746.57      -268.871      +1480.54      -2015.44      -534.905      
314           314           +252.083      +812.11       +371.209      +54.0916      -1788.82      -247.137      +1489.49      -2035.95      -546.461      
315           315           +310.083      +827.986      +356.166      +45.6846      -1772.86      -265.045      +1539.92      -2037.9       -497.984      
316           316           +283.154      +873.371      +357.659      +43.2032      -1747.69      -271.417      +1557.39      -2019.11      -461.721      
317           317           +280.997      +854.487      +345.042      +57.5687      -1742.06      -237.741      +1538.09      -1979.8       -441.702      
318           318           +308.255      +826.486      +339.356      +50.5119      -1803.41      -260.048      +1524.61      -2063.46      -538.851      
319           319           +285.301      +866.04       +340.364      +55.0856      -1774.91      -267.835      +1546.79      -2042.74      -495.951      
320           320           +296.342      +821.467      +357.444      +50.9953      -1798.65      -251.058      +1526.25      -2049.71      -523.458      
321           321           +303.865      +863.883      +341.128      +53.0986      -1755.82      -264.491      +1561.97      -2020.31      -458.34       
322           322           +285.894      +868.446      +339.935      +49.6436      -1733.12      -261.436      +1543.92      -1994.56      -450.642      
323           323           +288.494      +826.382      +308.787      +50.0641      -1775.15      -247.745      +1473.73      -2022.9       -549.172      
324           324           +276.406      +879.498      +337.75       +53.6411      -1700.57      -273.018      +1547.29      -1973.59      -426.298      
325           325           +274.715      +860.639      +334.404      +49.4402      -1802.22      -255.917      +1519.2       -2058.14      -538.939      
326           326           +264.286      +887.818      +335.807      +63.1558      -1792.4       -280.061      +1551.07      -2072.46      -521.395      
327           327           +280.451      +856.985      +316.793      +44.3601      -1794.89      -264.702      +1498.59      -2059.59      -561          
328           328           +281.931      +855.879      +365.101      +54.2612      -1754         -260.31       +1557.17      -2014.31      -457.138      
329           329           +286.633      +874.364      +331.639      +43.8416      -1776.18      -267.652      +1536.48      -2043.83      -507.357      
330           330           +302.116      +865.82       +351.389      +50.3154      -1742.84      -271.063      +1569.64      -2013.91      -444.267      
331           331           +290.312      +860.908      +331.429      +56.178       -1776.62      -236.783      +1538.83      -2013.4       -474.578      
332           332           +290.513      +833.957      +343.072      +43.3658      -1747.15      -264.761      +1510.91      -2011.91      -500.999      
333           333           +268.455      +831.697      +354.205      +56.5489      -1778.45      -274.157      +1510.91      -2052.61      -541.7        
334           334           +286.881      +873.472      +320.582      +51.6197      -1806.19      -259.483      +1532.56      -2065.67      -533.114      
335           335           +287.655      +874.489      +326.257      +54.7956      -1762.1       -257.415      +1543.2       -2019.51      -476.315      
336           336           +277.426      +855.385      +327.507      +57.7075      -1739.28      -228.294      +1518.03      -1967.57      -449.548      
337           337           +282.591      +842.837      +334.207      +61.8577      -1805.08      -209.482      +1521.49      -2014.57      -493.075      
338           338           +284.767      +850.838      +328.146      +49.8423      -1806.37      -250.934      +1513.59      -2057.31      -543.714      
339           339           +311.826      +843.485      +330.057      +54.6237      -1813.44      -260.724      +1539.99      -2074.17      -534.175      
340           340           +291.278      +922.652      +336.835      +55.0382      -1834.31      -275.753      +1605.8       -2110.06      -504.258      
341           341           +328.767      +861.98       +335.074      +42.2211      -1797.97      -282.009      +1568.04      -2079.98      -511.942      
342           342           +289.638      +819.623      +336.979      +56.6378      -1803.57      -264.786      +1502.88      -2068.36      -565.48       
343           343           +310.214      +876.053      +348.147      +44.064       -1812.64      -257.243      +1578.48      -2069.89      -491.406      
344           344           +296.105      +877.867      +328.006      +58.6858      -1790.5       -263.552      +1560.66      -2054.05      -493.387      
345           345           +308.116      +879.409      +351.622      +49.2363      -1805.26      -256.687      +1588.38      -2061.94      -473.558      
346           346           +289.577      +839.656      +352.699      +55.7913      -1670.89      -289.714      +1537.72      -1960.6       -422.879      
347           347           +274.225      +856.389      +337.445      +44.6567      -1721.49      -274.067      +1512.72      -1995.55      -482.839      
348           348           +278.71       +811.022      +351.796      +52.8324      -1733.54      -268.544      +1494.36      -2002.08      -507.723      
349           349           +295.811      +801.174      +328.334      +50.4573      -1735.08      -275.556      +1475.78      -2010.63      -534.856      
350           350           +294.428      +795.359      +346.88       +55.029       -1779.18      -261.01       +1491.7       -2040.19      -548.495      
351           351           +296.97       +874.043      +318.587      +54.4947      -1782.24      -270.989      +1544.09      -2053.23      -509.137      
352           352           +281.959      +901.237      +340.453      +60.0682      -1760.81      -261.25       +1583.72      -2022.06      -438.339      
353           353           +309.646      +830.439      +330.765      +49.6442      -1779.67      -260.404      +1520.49      -2040.08      -519.583      
354           354           +287.401      +855.779      +343.063      +52.9168      -1751.57      -274.954      +1539.16      -2026.53      -487.367      
355           355           +267.623      +846.819      +361.711      +56.7289      -1750.72      -270.002      +1532.88      -2020.72      -487.843      
356           356           +307.59       +857.898      +334.3        +40.9871      -1840.96      -271.149      +1540.77      -2112.1       -571.33       
357           357           +284.48       +884.405      +349.082      +60.0789      -1788.33      -247.689      +1578.05      -2036.02      -457.972      
358           358           +260.549      +860.471      +347.167      +48.701       -1766.9       -269.207      +1516.89      -2036.11      -519.22       
359           359           +298.993      +879.413      +350.511      +42.7873      -1779.37      -255.712      +1571.7       -2035.08      -463.374      
360           360           +333.146      +862.692      +341.958      +51.571       -1810.78      -251.779      +1589.37      -2062.56      -473.193      
361           361           +320.803      +838.145      +366.048      +52.9298      -1823.3       -265.188      +1577.93      -2088.49      -510.565      
362           362           +296.41       +837.129      +342.798      +49.9106      -1742.16      -260.678      +1526.25      -2002.84      -476.593      
363           363           +300.612      +826.728      +347.23       +49.9785      -1772.35      -247.768      +1524.55      -2020.11      -495.565      
364           364           +262.967      +848.423      +345.861      +45.747       -1740.79      -257.589      +1503         -1998.38      -495.381      
365           365           +270.226      +830.919      +333.829      +48.6381      -1766.02      -250.785      +1483.61      -2016.81      -533.198      
366           366           +317.476      +881.847      +340.288      +55.3021      -1765.91      -253.591      +1594.91      -2019.51      -424.593      
367           367           +291.397      +842.274      +343.303      +53.2144      -1760.97      -246.309      +1530.19      -2007.28      -477.089      
368           368           +305.248      +850.272      +340.402      +59.557       -1747.1       -259.458      +1555.48      -2006.56      -451.083      
369           369           +292.467      +892.523      +365.612      +48.0685      -1767.65      -270.562      +1598.67      -2038.22      -439.548      
370           370           +309.304      +845.693      +365.947      +47.8699      -1792.97      -246.53       +1568.81      -2039.5       -470.685      
371           371           +317.778      +848.736      +331.873      +46.1311      -1823.93      -279.515      +1544.52      -2103.44      -558.924      
372           372           +316.84       +852.968      +346.044      +47.6706      -1668.69      -242.047      +1563.52      -1910.74      -347.219      
373           373           +304.199      +858.466      +336.71       +50.0943      -1706.84      -254.581      +1549.47      -1961.42      -411.955      
374           374           +282.478      +860.621      +335.033      +49.8695      -1738.07      -229.718      +1528         -1967.79      -439.788      
375           375           +303.429      +846.672      +320.913      +56.3837      -1699.09      -263.319      +1527.4       -1962.41      -435.009      
376           376           +285.336      +879.574      +348.641      +52.1112      -1687.34      -263.503      +1565.66      -1950.85      -385.182      
377           377           +281.753      +903.069      +327.499      +50.9771      -1680.69      -267.811      +1563.3       -1948.51      -385.208      
378           378           +311.327      +881.704      +329.382      +42.4216      -1626.99      -261.171      +1564.84      -1888.17      -323.331      
379           379           +320.161      +911.835      +331.453      +53.9189      -1650.53      -252.187      +1617.37      -1902.72      -285.349      
380           380           +307.5        +879.002      +335.067      +50.7102      -1682.35      -265.105      +1572.28      -1947.45      -375.177      
381           381           +302.497      +895.722      +336.563      +45.2662      -1733.07      -252.448      +1580.05      -1985.51      -405.467      
382           382           +288.188      +824.861      +334.544      +57.5064      -1727.12      -246.89       +1505.1       -1974.01      -468.913      
383           383           +275.856      +861.228      +324.974      +48.5441      -1696.02      -252.539      +1510.6       -1948.56      -437.96       
384           384           +289.411      +874.743      +357.249      +59.3863      -1694.9       -259.876      +1580.79      -1954.77      -373.982      
385           385           +310.242      +863.558      +352.277      +44.9926      -1611.99      -248.427      +1571.07      -1860.41      -289.343      
386           386           +291.466      +867.579      +340.406      +58.7925      -1611.55      -275.984      +1558.24      -1887.53      -329.291      
387           387           +284.262      +899.208      +364.043      +48.1282      -1688.25      -227.811      +1595.64      -1916.06      -320.417      
388           388           +281.332      +854.453      +364.608      +59.7328      -1670.38      -238.076      +1560.13      -1908.46      -348.335      
389           389           +329.538      +835.035      +341.31       +43.7059      -1664.12      -257.845      +1549.59      -1921.96      -372.372      
390           390           +320.436      +863.749      +353.133      +47.3635      -1699.87      -236.923      +1584.68      -1936.8       -352.114      
391           391           +264.816      +856.597      +333.712      +55.6283      -1686.25      -230.093      +1510.75      -1916.34      -405.586      
392           392           +286.99       +878.82       +349.212      +61.0172      -1678.96      -313.16       +1576.04      -1992.12      -416.082      
393           393           +274.655      +905.784      +343.802      +56.993       -1713.5       -264.6        +1581.23      -1978.1       -396.867      
394           394           +305.37       +820.722      +340.116      +51.0082      -1669.81      -272.278      +1517.22      -1942.08      -424.866      
395           395           +279.639      +843.336      +366.092      +53.5607      -1737.85      -253.611      +1542.63      -1991.46      -448.83       
396           396           +249.851      +830.617      +329.279      +38.8915      -1657.39      -266.226      +1448.64      -1923.62      -474.98       
397           397           +312.371      +854.689      +360.923      +51.7141      -1695.13      -289.694      +1579.7       -1984.82      -405.123      
398           398           +264.245      +808.781      +376.621      +61.8362      -1652.91      -241.537      +1511.48      -1894.44      -382.961      
399           399           +297.013      +850.183      +358.01       +44.2796      -1663.42      -252.435      +1549.49      -1915.86      -366.37       
400           400           +281.662      +859.735      +334.353      +49.8936      -1670.88      -268.612      +1525.64      -1939.49      -413.85       
401           401           +305.798      +854.815      +347.788      +62.0499      -1637.38      -268.025      +1570.45      -1905.4       -334.95       
402           402           +307.039      +828.429      +335.797      +43.7654      -1638.99      -258.345      +1515.03      -1897.33      -382.303      
403           403           +287.899      +843.099      +318.305      +51.906       -1607.17      -278.829      +1501.21      -1886         -384.785      
404           404           +287.812      +872.142      +342.199      +50.9411      -1631.88      -245.806      +1553.09      -1877.69      -324.593      
405           405           +258.756      +863.486      +333.314      +41.5859      -1595.48      -261.322      +1497.14      -1856.81      -359.664      
406           406           +281.971      +875.521      +341.589      +55.6632      -1538.92      -270.675      +1554.74      -1809.6       -254.854      
407           407           +253.675      +829.501      +347.211      +62.8567      -1554.57      -251.146      +1493.24      -1805.72      -312.476      
408           408           +271.331      +843.83       +341.488      +43.7951      -1574.64      -241.057      +1500.44      -1815.7       -315.254      
409           409           +296.198      +855.788      +343.546      +54.0399      -1649.32      -266.395      +1549.57      -1915.72      -366.149      
410           410           +279.451      +856.819      +356.714      +59.8094      -1664.76      -248.615      +1552.79      -1913.38      -360.582      
411           411           +290.894      +830.638      +355.271      +63.6251      -1613.32      -255.867      +1540.43      -1869.19      -328.76       
412           412           +322.142      +858.481      +351.208      +50.0853      -1570.53      -264.119      +1581.92      -1834.64      -252.728      
413           413           +266.178      +868.35       +335.933      +54.2199      -1559.08      -256.084      +1524.68      -1815.17      -290.488      
414           414           +273.2        +851.567      +335.512      +51.4819      -1512.14      -258.442      +1511.76      -1770.59      -258.825      
415           415           +295.049      +869.451      +337.03       +50.4605      -1573.37      -267.204      +1551.99      -1840.57      -288.582      
416           416           +277.767      +834.161      +341.196      +55.9177      -1570.86      -268.82       +1509.04      -1839.68      -330.634      
417           417           +321.781      +840.999      +352.099      +51.8122      -1623.8       -252.978      +1566.69      -1876.78      -310.092      
418           418           +287.341      +849.786      +345.48       +52.5959      -1664.85      -251.651      +1535.2       -1916.51      -381.302      
419           419           +324.653      +806.892      +333.193      +50.6437      -1620.65      -258.749      +1515.38      -1879.4       -364.015      
420           420           +310.803      +858.709      +337.963      +50.6654      -1620.95      -285.694      +1558.14      -1906.64      -348.499      
421           421           +274.476      +887.833      +339.918      +43.0689      -1590.07      -275.923      +1545.3       -1865.99      -320.695      
422           422           +289.284      +826.922      +327.824      +57.6732      -1567.43      -270.538      +1501.7       -1837.97      -336.267      
423           423           +306.294      +888.066      +335.973      +56.1957      -1537.75      -266.523      +1586.53      -1804.27      -217.744      
424           424           +304.007      +830.323      +320.669      +51.314       -1614.68      -242.789      +1506.31      -1857.47      -351.152      
425           425           +281.503      +819.066      +352.198      +42.5687      -1605.43      -258.596      +1495.34      -1864.03      -368.694      
426           426           +296.336      +875.644      +336.023      +45.4214      -1674.11      -256.478      +1553.42      -1930.58      -377.159      
427           427           +310.585      +864.375      +325.565      +58.0094      -1663.52      -281.493      +1558.53      -1945.01      -386.481      
428           428           +314.627      +853.551      +343.899      +48.2719      -1685.04      -266.099      +1560.35      -1951.14      -390.789      
429           429           +302.038      +852.713      +343.025      +52.5013      -1750.88      -247.776      +1550.28      -1998.66      -448.383      
430           430           +285.119      +844.066      +344.372      +47.3614      -1786.84      -236.921      +1520.92      -2023.77      -502.847      
431           431           +282.367      +834.191      +356.192      +53.9077      -1701.45      -282.223      +1526.66      -1983.67      -457.017      
432           432           +311.539      +851.568      +337.213      +48.6087      -1720.35      -276.518      +1548.93      -1996.87      -447.941      
433           433           +290.812      +890.223      +305.571      +43.006       -1687.7       -272.941      +1529.61      -1960.64      -431.025      
434           434           +284.241      +892.466      +344.423      +37.641       -1719.53      -249.822      +1558.77      -1969.36      -410.584      
435           435           +273.618      +842.634      +334.935      +50.4396      -1683.08      -259.065      +1501.63      -1942.14      -440.513      
436           436           +280.209      +843.479      +313.536      +53.4992      -1627.62      -260.824      +1490.72      -1888.44      -397.722      
437           437           +264.165      +865.52       +343.202      +46.9558      -1666.01      -269.777      +1519.84      -1935.79      -415.944      
438           438           +271.873      +855.871      +349.068      +51.7129      -1631.55      -252.884      +1528.52      -1884.44      -355.911      
439           439           +288.045      +842.008      +328.228      +45.4215      -1643.22      -292.674      +1503.7       -1935.89      -432.186      
440           440           +278.8        +858.863      +338.219      +50.3994      -1625.33      -276.266      +1526.28      -1901.59      -375.311      
441           441           +253.218      +838.637      +341.8        +55.1282      -1685.14      -273.003      +1488.78      -1958.14      -469.361      
442           442           +281.437      +883.577      +332.163      +54.252       -1737.94      -258.674      +1551.43      -1996.61      -445.184      
443           443           +306.75       +804.687      +320.817      +40.4364      -1735.16      -261.717      +1472.69      -1996.88      -524.189      
444           444           +310.007      +829.263      +343.613      +52.5476      -1738.23      -282.594      +1535.43      -2020.82      -485.39       
445           445           +263.868      +829.661      +341.76       +50.6214      -1706.8       -248.661      +1485.91      -1955.46      -469.548      
446           446           +279.572      +818.302      +335.196      +46.5355      -1642.16      -286.255      +1479.61      -1928.42      -448.81       
447           447           +287.404      +901.915      +350.743      +53.8111      -1750.21      -255.496      +1593.87      -2005.71      -411.834      
448           448           +317.294      +845.78       +341.61       +65.0022      -1779.42      -272.123      +1569.69      -2051.54      -481.858      
449           449           +298.096      +865.813      +351.106      +54.5433      -1803.19      -285.868      +1569.56      -2089.06      -519.499      
450           450           +275.304      +816.325      +330.277      +52.5817      -1768.82      -269.973      +1474.49      -2038.79      -564.306      
451           451           +290.257      +853.428      +352.18       +53.2547      -1697.63      -276.184      +1549.12      -1973.82      -424.696      
452           452           +263.648      +829.242      +349.647      +61.2148      -1782         -256.817      +1503.75      -2038.81      -535.06       
453           453           +275.741      +819.601      +314.168      +63.2052      -1711.57      -267.874      +1472.71      -1979.45      -506.732      
454           454           +298.757      +873.626      +322.163      +52.5218      -1699.98      -263.692      +1547.07      -1963.67      -416.605      
455           455           +332.366      +895.154      +342.054      +45.5296      -1814.25      -250.349      +1615.1       -2064.6       -449.498      
456           456           +311.33       +851.627      +327.734      +50.1014      -1774.28      -277.618      +1540.79      -2051.9       -511.106      
457           457           +279.875      +877.297      +343.575      +52.9979      -1780.76      -273.204      +1553.74      -2053.96      -500.22       
458           458           +284.405      +855.495      +334.224      +50.1397      -1729.67      -238.71       +1524.26      -1968.38      -444.119      
459           459           +291.193      +863.907      +329.719      +51.6843      -1766.36      -235.112      +1536.5       -2001.48      -464.972      
460           460           +280.509      +813.317      +353.078      +48.9935      -1671.21      -267.007      +1495.9       -1938.22      -442.322      
461           461           +289.204      +857.968      +332.718      +50.3362      -1699.93      -251.685      +1530.23      -1951.62      -421.393      
462           462           +305.387      +851.016      +337.008      +49.4607      -1711.59      -270.423      +1542.87      -1982.01      -439.138      
463           463           +292.385      +846.403      +337.51       +61.6769      -1859.22      -245.34       +1537.97      -2104.56      -566.589      
464           464           +275.18       +823.638      +353.476      +57.4712      -1818.44      -241.201      +1509.76      -2059.65      -549.881      
465           465           +282.243      +826.62       +346.738      +50.9406      -1827.9       -235.43       +1506.54      -2063.33      -556.786      
466           466           +288.947      +864.841      +341.429      +48.5175      -1732.7       -281.13       +1543.73      -2013.83      -470.094      
467           467           +293.286      +840.042      +330.737      +46.0384      -1798.43      -261.081      +1510.1       -2059.51      -549.403      
468           468           +283.363      +857.637      +331.513      +52.5341      -1740.26      -283.745      +1525.05      -2024         -498.955      
469           469           +286.03       +795.454      +334.781      +56.6211      -1806.36      -249.12       +1472.89      -2055.48      -582.595      
470           470           +277.167      +851.256      +348.867      +57.533       -1802.19      -250.309      +1534.82      -2052.5       -517.675      
471           471           +271.834      +882.217      +333.004      +58.6088      -1789.55      -237.576      +1545.66      -2027.13      -481.461      
472           472           +289.189      +862.44       +345.435      +54.7581      -1752.99      -266.459      +1551.82      -2019.45      -467.627      
473           473           +272.689      +835.142      +347.016      +59.0128      -1755.28      -245.426      +1513.86      -2000.7       -486.844      
474           474           +286.392      +850.471      +334.675      +52.6458      -1725.01      -272.727      +1524.18      -1997.74      -473.557      
475           475           +309.678      +843.348      +330.546      +47.6862      -1768.25      -272.475      +1531.26      -2040.73      -509.467      
476           476           +296.976      +865.738      +328.608      +53.0637      -1766.5       -248.162      +1544.39      -2014.66      -470.273      
477           477           +290.704      +844.317      +328.895      +56.2879      -1692.59      -283.653      +1520.2       -1976.24      -456.039      
478           478           +293.721      +818.539      +314.148      +44.2386      -1689.42      -260.585      +1470.65      -1950         -479.353      
479           479           +279.504      +872.681      +321.49       +54.6954      -1693.33      -269.5        +1528.37      -1962.83      -434.46       
480           480           +269.381      +882.08       +362.8        +54.5039      -1812.92      -255.502      +1568.76      -2068.42      -499.652      
481           481           +290.002      +856.255      +372.795      +45.9417      -1784.61      -253.079      +1564.99      -2037.69      -472.698      
482           482           +311.502      +845.621      +316.815      +53.1484      -1748.22      -251.046      +1527.09      -1999.27      -472.18       
483           483           +278.152      +878.148      +343.881      +49.7953      -1820.53      -226.526      +1549.98      -2047.06      -497.084      
484           484           +310.218      +828.18       +356.397      +48.6466      -1819.76      -269.646      +1543.44      -2089.4       -545.96       
485           485           +282.291      +861.413      +330.533      +50.6626      -1797.29      -242.838      +1524.9       -2040.13      -515.231      
486           486           +290.835      +868.202      +339.196      +44.3438      -1744.67      -235.948      +1542.58      -1980.62      -438.044      
487           487           +301.956      +833.065      +334.286      +41.1543      -1766.2       -248.238      +1510.46      -2014.44      -503.975      
488           488           +295.66       +881.429      +352.036      +47.848       -1844.73      -216.934      +1576.97      -2061.67      -484.694      
489           489           +302.374      +860.293      +322.173      +51.3872      -1733.27      -273.715      +1536.23      -2006.99      -470.76       
490           490           +292.266      +876.217      +335.418      +49.1193      -1740.92      -262.535      +1553.02      -2003.45      -450.43       
491           491           +281.092      +870.749      +324.432      +42.8511      -1702.21      -243.631      +1519.12      -1945.84      -426.713      
492           492           +296.898      +867.355      +326.945      +53.7276      -1839.82      -251.578      +1544.93      -2091.4       -546.476      
493           493           +296.914      +861.08       +321.498      +51.8261      -1792.07      -254.992      +1531.32      -2047.06      -515.744      
494           494           +326.753      +897.657      +338.143      +57.6714      -1765.86      -304.067      +1620.22      -2069.92      -449.699      
495           495           +287.361      +889.857      +328.604      +46.0995      -1791.46      -257.171      +1551.92      -2048.63      -496.707      
496           496           +287.413      +849.636      +328.405      +47.0973      -1769.67      -275.309      +1512.55      -2044.98      -532.427      
497           497           +287.717      +858.656      +333.66       +56.7413      -1734.18      -280.175      +1536.78      -2014.35      -477.576      
498           498           +275.696      +853.314      +338.459      +46.103       -1796.13      -242.311      +1513.57      -2038.45      -524.873      
499           499           +251.943      +809.588      +350.855      +52.571       -1751.89      -246.935      +1464.96      -1998.82      -533.865      
500           500           +295.798      +880.494      +319.474      +53.655       -1784.2       -238.522      +1549.42      -2022.73      -473.305      
501           501           +285.353      +874.633      +345.193      +56.467       -1721.7       -248.59       +1561.65      -1970.29      -408.639      
502           502           +279.16       +851.063      +347.625      +50.783       -1768.3       -289.265      +1528.63      -2057.56      -528.93       
503           503           +302.771      +835.368      +346.674      +53.0635      -1739.83      -263.998      +1537.88      -2003.82      -465.948      
504           504           +278.262      +881.779      +350.11       +46.7379      -1743.16      -246.069      +1556.89      -1989.23      -432.338      
505           505           +271.607      +835.917      +333.821      +56.7852      -1717.31      -280.377      +1498.13      -1997.68      -499.554      
506           506           +253.255      +831.211      +325.194      +39.6984      -1720.13      -241.053      +1449.36      -1961.18      -511.819      
507           507           +318.681      +861.986      +343.437      +60.2479      -1759.11      -258.165      +1584.35      -2017.28      -432.924      
508           508           +276.33       +857.991      +350.955      +48.3086      -1679.62      -261.903      +1533.58      -1941.52      -407.939      
509           509           +261.996      +859.009      +329.424      +55.7222      -1734.22      -268.943      +1506.15      -2003.16      -497.009      
510           510           +312.989      +829.533      +360.639      +49.7611      -1762.22      -268.808      +1552.92      -2031.03      -478.103      
511           511           +273.198      +799.32       +328.418      +43.6837      -1726.26      -252.343      +1444.62      -1978.6       -533.98       
512           512           +271.003      +824.695      +298.646      +64.9057      -1731.17      -247.959      +1459.25      -1979.12      -519.875      
513           513           +249.763      +843.594      +313.46       +50.8066      -1654.18      -267.508      +1457.62      -1921.69      -464.068      
514           514           +310.611      +843.482      +341.784      +57.4646      -1690.41      -276.49       +1553.34      -1966.9       -413.555      
515           515           +300.523      +834.774      +310.055      +58.6839      -1711.7       -266.008      +1504.04      -1977.71      -473.678      
516           516           +325.536      +822.049      +334.923      +62.1547      -1622.14      -283.729      +1544.66      -1905.87      -361.202      
517           517           +279.274      +845.7        +332.671      +42.1884      -1702.57      -249.082      +1499.83      -1951.65      -451.82       
518           518           +305.187      +866.811      +359.537      +53.5818      -1711.69      -278.863      +1585.12      -1990.56      -405.441      
519           519           +287.837      +855.569      +335.856      +51.6087      -1706.35      -260.921      +1530.87      -1967.27      -436.401      
520           520           +297.481      +872.602      +380.682      +47.2453      -1755.46      -238.264      +1598.01      -1993.73      -395.718      
521           521           +305.401      +873.228      +340.164      +58.5673      -1738.15      -273.08       +1577.36      -2011.23      -433.872      
522           522           +317.06       +879.608      +345.66       +58.6233      -1713.38      -252.242      +1600.95      -1965.62      -364.673      
523           523           +284.306      +820.597      +312.898      +52.1134      -1692.19      -266.739      +1469.92      -1958.93      -489.015      
524           524           +250.886      +868.699      +350.166      +49.0924      -1682.62      -287.385      +1518.84      -1970.01      -451.164      
525           525           +286.875      +817.629      +327.731      +46.6477      -1676.72      -263.216      +1478.88      -1939.94      -461.058      
526           526           +294.837      +819.37       +335.765      +45.8469      -1697.1       -253.452      +1495.82      -1950.56      -454.736      
527           527           +279.163      +869.187      +329.172      +50.3151      -1649.96      -277.51       +1527.84      -1927.47      -399.638      
528           528           +278.205      +817.491      +341.726      +62.0437      -1624.17      -273.04       +1499.47      -1897.21      -397.747      
529           529           +279.834      +863.356      +328.37       +56.074       -1682.26      -261.454      +1527.63      -1943.72      -416.083      
530           530           +274.267      +832.43       +358.924      +60.8752      -1694.7       -262.517      +1526.5       -1957.21      -430.717      
531           531           +292.787      +787.419      +322.857      +56.2213      -1686.21      -282.787      +1459.28      -1969         -509.714      
532           532           +299.647      +850.419      +333.646      +54.3206      -1753.57      -255.981      +1538.03      -2009.55      -471.521      
533           533           +288.164      +876.204      +365.762      +48.2166      -1671.09      -247.042      +1578.35      -1918.13      -339.781      
534           534           +296.068      +879.683      +314.556      +52.1204      -1690.6       -271.317      +1542.43      -1961.91      -419.486      
535           535           +280.82       +848.665      +334.349      +49.4117      -1701.2       -274.789      +1513.25      -1975.98      -462.739      
536           536           +281.161      +878.894      +342.549      +49.0819      -1706.57      -259.012      +1551.69      -1965.58      -413.896      
537           537           +285.017      +841.011      +331.372      +61.0113      -1665.63      -291.416      +1518.41      -1957.04      -438.634      
538           538           +320.36       +850.283      +340.783      +57.7051      -1735.84      -253.211      +1569.13      -1989.05      -419.919      
539           539           +251          +865.203      +341.059      +47.8152      -1725.5       -267.948      +1505.08      -1993.45      -488.374      
540           540           +288.212      +895.364      +313.948      +55.1211      -1699.16      -279.105      +1552.65      -1978.26      -425.619      
541           541           +290.447      +859.245      +318.614      +47.9234      -1693.28      -234.986      +1516.23      -1928.26      -412.034      
542           542           +305.93       +873.485      +350.531      +54.5589      -1747.75      -284.772      +1584.51      -2032.52      -448.016      
543           543           +281.025      +919.111      +334.474      +49.9737      -1650.72      -276.479      +1584.58      -1927.2       -342.616      
544           544           +294.603      +841.362      +315.465      +48.227       -1665.97      -274.435      +1499.66      -1940.4       -440.744      
545           545           +294.179      +839.483      +331.761      +52.586       -1649.93      -267.608      +1518.01      -1917.54      -399.528      
546           546           +276.983      +842.131      +330.44       +54.3424      -1710.69      -245.78       +1503.9       -1956.47      -452.574      
547           547           +274.522      +892.151      +342.015      +52.4103      -1666.38      -266.95       +1561.1       -1933.33      -372.228      
