Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
52            52            +270.615      +776.225      +320.521      +45.6012      -1657.22      -274.933      +1412.96      -1932.15      -519.188      
53            53            +282.592      +775.29       +308.888      +46.4991      -1671.63      -262.888      +1413.27      -1934.52      -521.25       
54            54            +296.266      +763.385      +292.844      +39.9592      -1688.52      -294.944      +1392.45      -1983.47      -591.015      
55            55            +270.501      +792.72       +307.288      +45.8294      -1641.22      -285.06       +1416.34      -1926.28      -509.946      
56            56            +251.601      +791.285      +331.318      +47.0467      -1650.29      -275.096      +1421.25      -1925.38      -504.132      
57            57            +240.554      +761.873      +314.854      +50.8549      -1637.03      -276.64       +1368.14      -1913.67      -545.533      
58            58            +254.983      +760.25       +310.456      +46.2858      -1696.22      -270.904      +1371.97      -1967.12      -595.145      
59            59            +256.125      +753.303      +311.301      +33.2266      -1720.33      -268.392      +1353.96      -1988.73      -634.77       
60            60            +266.767      +732.478      +323.889      +51.0716      -1666.39      -286.26       +1374.21      -1952.65      -578.443      
61            61            +287.877      +766.139      +329.28       +50.7253      -1690.17      -306.381      +1434.02      -1996.55      -562.53       
62            62            +257.417      +772.734      +290.284      +45.6074      -1665.84      -263.376      +1366.04      -1929.22      -563.177      
63            63            +257.646      +761.476      +337.697      +48.9648      -1652.43      -299.035      +1405.78      -1951.46      -545.681      
64            64            +251.073      +768.334      +314.192      +39.6646      -1631.13      -289.507      +1373.26      -1920.64      -547.374      
65            65            +268.653      +782.335      +302.302      +50.6182      -1592.15      -284.577      +1403.91      -1876.73      -472.822      
66            66            +261.592      +778.215      +315.529      +43.565       -1641.71      -258.342      +1398.9       -1900.05      -501.148      
67            67            +243.001      +749.31       +320.85       +35.826       -1596.66      -294.492      +1348.99      -1891.16      -542.169      
68            68            +236.383      +730.846      +320.476      +38.7621      -1627.15      -250.22       +1326.47      -1877.37      -550.899      
69            69            +252.654      +753.234      +310.995      +42.7848      -1623.4       -277.198      +1359.67      -1900.59      -540.926      
70            70            +258.272      +733.604      +319.168      +52.0371      -1645.71      -305.449      +1363.08      -1951.16      -588.082      
71            71            +235.264      +746.802      +333.931      +40.9446      -1665.52      -271.618      +1356.94      -1937.13      -580.192      
72            72            +276.767      +734.367      +323.678      +43.2799      -1725.07      -287.252      +1378.09      -2012.32      -634.231      
73            73            +260.435      +756.703      +308.235      +41.2129      -1759.88      -253.688      +1366.59      -2013.56      -646.978      
74            74            +252.591      +769.253      +326.96       +51.6065      -1720.93      -275.976      +1400.41      -1996.91      -596.497      
75            75            +255.964      +789.988      +314.551      +55.968       -1718.02      -278.639      +1416.47      -1996.66      -580.192      
76            76            +293.479      +756.626      +313.8        +48.221       -1663.22      -276.851      +1412.13      -1940.07      -527.942      
77            77            +225.577      +750.639      +309.635      +40.0152      -1662.36      -287.418      +1325.87      -1949.77      -623.907      
78            78            +257.553      +791.82       +320.234      +49.4089      -1708.81      -282.501      +1419.02      -1991.31      -572.292      
79            79            +238.549      +773.435      +317.231      +36.9198      -1676.4       -269.69       +1366.14      -1946.09      -579.958      
80            80            +236.093      +732.679      +332.13       +48.793       -1655.8       -279.944      +1349.69      -1935.74      -586.048      
81            81            +256.215      +778.6        +339.127      +49.9305      -1774.53      -259.933      +1423.87      -2034.47      -610.595      
82            82            +262.133      +815.177      +314.81       +48.9497      -1633.45      -306.683      +1441.07      -1940.13      -499.061      
83            83            +272.844      +795.781      +337.625      +49.7898      -1741.87      -268.612      +1456.04      -2010.48      -554.441      
84            84            +265.591      +777.375      +309.729      +42.464       -1603.91      -292.124      +1395.16      -1896.03      -500.874      
85            85            +227.276      +802.882      +299.507      +51.8864      -1686.39      -272.096      +1381.55      -1958.48      -576.93       
86            86            +229.753      +745.905      +304.825      +48.3166      -1654.86      -262.949      +1328.8       -1917.81      -589.011      
87            87            +252.734      +778.996      +311.293      +43.8012      -1584.3       -299.69       +1386.82      -1883.99      -497.162      
88            88            +260.086      +781.225      +308.15       +41.5522      -1681.91      -289.609      +1391.01      -1971.52      -580.509      
89            89            +243.787      +766.531      +318.128      +45.9762      -1716.78      -285.489      +1374.42      -2002.27      -627.845      
90            90            +257.919      +723.42       +324.904      +49.5394      -1667.92      -290.2        +1355.78      -1958.12      -602.335      
91            91            +239.237      +771.696      +314.474      +49.8061      -1691.75      -263.683      +1375.21      -1955.43      -580.218      
92            92            +291.898      +711.852      +315.235      +43.0736      -1722.07      -266.846      +1362.06      -1988.92      -626.857      
93            93            +246.151      +766          +313.76       +50.5396      -1645.98      -296.237      +1376.45      -1942.22      -565.764      
94            94            +239.318      +790.007      +323.713      +45.3554      -1700.91      -292.95       +1398.39      -1993.86      -595.471      
95            95            +260.073      +774.568      +328.222      +50.0115      -1670.01      -285.089      +1412.87      -1955.1       -542.222      
96            96            +227.637      +767.969      +352.068      +54.7741      -1647.37      -276.75       +1402.45      -1924.12      -521.672      
97            97            +279.125      +774.214      +313.187      +44.2524      -1637.22      -266.608      +1410.78      -1903.83      -493.051      
98            98            +257.103      +806.681      +323.537      +42.2553      -1648.69      -287.947      +1429.58      -1936.63      -507.056      
99            99            +262.684      +814.068      +318.458      +47.145       -1627.25      -261.883      +1442.35      -1889.14      -446.783      
100           100           +277.707      +783.297      +314.631      +39.8292      -1575.8       -297.793      +1415.47      -1873.6       -458.133      
101           101           +277.1        +785.018      +302.412      +51.6757      -1627.67      -303.003      +1416.21      -1930.67      -514.467      
102           102           +262.67       +750.471      +321.743      +32.099       -1567.98      -301.867      +1366.98      -1869.85      -502.864      
103           103           +255.684      +759.959      +314.646      +54.758       -1707.57      -258.962      +1385.05      -1966.53      -581.483      
104           104           +283.892      +730.918      +297.963      +55.8795      -1677.18      -287.38       +1368.65      -1964.56      -595.908      
105           105           +251.116      +778.475      +311.028      +42.0575      -1740.46      -277.315      +1382.68      -2017.77      -635.098      
106           106           +243.149      +738.357      +309.2        +39.5644      -1697.88      -260.136      +1330.27      -1958.01      -627.742      
107           107           +262.647      +750.831      +315.456      +54.8977      -1661.65      -279.63       +1383.83      -1941.28      -557.453      
108           108           +251.651      +794.02       +308.749      +53.6431      -1677.02      -293.951      +1408.06      -1970.97      -562.903      
109           109           +249.758      +789.245      +312.363      +47.7978      -1660.37      -283.429      +1399.16      -1943.8       -544.639      
110           110           +259.251      +739.767      +313.108      +46.3914      -1588.22      -266.376      +1358.52      -1854.59      -496.074      
111           111           +242.409      +757.605      +317.118      +63.1899      -1600.85      -269.911      +1380.32      -1870.76      -490.443      
112           112           +260.085      +757.464      +302.711      +43.6375      -1501.36      -284.679      +1363.9       -1786.04      -422.145      
113           113           +224.437      +766.851      +318.756      +50.2388      -1635.12      -258.354      +1360.28      -1893.48      -533.193      
114           114           +259.248      +818.89       +313.512      +42.2047      -1664.45      -281.652      +1433.85      -1946.11      -512.251      
115           115           +282.451      +738.021      +311.267      +42.9639      -1633.24      -279.784      +1374.7       -1913.02      -538.318      
116           116           +277.274      +751.373      +304.075      +40.4583      -1607.31      -300.957      +1373.18      -1908.26      -535.084      
117           117           +249.911      +754.977      +310.255      +41.8092      -1588.76      -290.533      +1356.95      -1879.3       -522.345      
118           118           +237.945      +741.906      +302.922      +39.5607      -1576.77      -279.92       +1322.33      -1856.69      -534.355      
119           119           +228.248      +728.668      +309.831      +49.1699      -1614.89      -301.417      +1315.92      -1916.31      -600.394      
120           120           +247.143      +770.874      +312.513      +38.9393      -1669.71      -298.003      +1369.47      -1967.72      -598.247      
121           121           +235.112      +747.904      +324.068      +45.9112      -1659.66      -298.413      +1353         -1958.07      -605.074      
122           122           +268.133      +751.608      +316.962      +42.8548      -1646.29      -292.457      +1379.56      -1938.74      -559.185      
123           123           +273.36       +764.342      +307.438      +41.8731      -1662.65      -299.887      +1387.01      -1962.53      -575.519      
124           124           +267.013      +756.872      +307.298      +59.5668      -1676.17      -285.181      +1390.75      -1961.35      -570.603      
125           125           +259.969      +800.1        +323.867      +37.5663      -1656.62      -277.981      +1421.5       -1934.6       -513.096      
126           126           +277.796      +758.229      +326.964      +40.3285      -1675.74      -287.113      +1403.32      -1962.85      -559.533      
127           127           +240.691      +744.568      +296.567      +44.5262      -1705.83      -287.092      +1326.35      -1992.92      -666.568      
128           128           +247.39       +738.933      +314.712      +47.6731      -1640.99      -297.798      +1348.71      -1938.79      -590.081      
129           129           +254.867      +758.877      +320.677      +44.1675      -1718.89      -301.972      +1378.59      -2020.86      -642.273      
130           130           +249.03       +729.794      +324.597      +48.1978      -1635.28      -272.597      +1351.62      -1907.88      -556.259      
131           131           +240.974      +730.916      +320.996      +47.9096      -1652.61      -285.373      +1340.8       -1937.98      -597.189      
132           132           +277.637      +733.39       +312.983      +50.4545      -1632.11      -288.714      +1374.46      -1920.83      -546.364      
133           133           +259.315      +762.6        +311.383      +37.3548      -1653.03      -278.895      +1370.65      -1931.93      -561.274      
134           134           +225.669      +763.145      +333.608      +50.4601      -1593.83      -265.861      +1372.88      -1859.69      -486.805      
135           135           +263.634      +743.49       +312.735      +32.5618      -1634.4       -297.291      +1352.42      -1931.69      -579.27       
136           136           +244.851      +782.927      +288.036      +43.3022      -1690.66      -295.757      +1359.12      -1986.42      -627.3        
137           137           +233.621      +762.885      +320.199      +44.3183      -1712.03      -269.46       +1361.02      -1981.49      -620.471      
138           138           +249.44       +762.832      +326.907      +42.8784      -1686.9       -271.352      +1382.06      -1958.25      -576.192      
139           139           +272.164      +755.33       +315.618      +40.2075      -1696.8       -287.926      +1383.32      -1984.73      -601.407      
140           140           +261.635      +750.651      +308.901      +48.3388      -1652.04      -278.433      +1369.52      -1930.47      -560.944      
141           141           +252.866      +776.047      +315.927      +42.128       -1641.86      -288.156      +1386.97      -1930.02      -543.05       
142           142           +243.64       +785.833      +313.164      +50.7783      -1602.59      -284.695      +1393.42      -1887.29      -493.873      
143           143           +245.706      +751.94       +338.616      +55.7739      -1666.71      -288.894      +1392.04      -1955.61      -563.571      
144           144           +234.367      +771.443      +317.932      +46.38        -1679.16      -276.24       +1370.12      -1955.4       -585.279      
145           145           +272.18       +771.421      +309.319      +36.6836      -1668.86      -304.674      +1389.6       -1973.54      -583.935      
146           146           +242.523      +757.52       +322.659      +44.2202      -1630.47      -302.524      +1366.92      -1933         -566.075      
147           147           +250.065      +788.466      +313.665      +47.0375      -1637.33      -274.283      +1399.23      -1911.61      -512.377      
148           148           +269.89       +771.966      +299.799      +44.3817      -1623.21      -321.593      +1386.04      -1944.8       -558.763      
149           149           +283.344      +744.382      +320.661      +41.44        -1648.86      -296.718      +1389.83      -1945.58      -555.755      
150           150           +267.132      +777.634      +330.907      +47.7945      -1665.84      -284.68       +1423.47      -1950.52      -527.057      
151           151           +252.261      +800.338      +334.756      +46.4356      -1671.09      -278          +1433.79      -1949.09      -515.298      
152           152           +284.837      +794.807      +333.5        +40.2846      -1678.22      -289.668      +1453.43      -1967.89      -514.461      
153           153           +276.881      +760.773      +315.658      +41.5156      -1693.61      -277.762      +1394.83      -1971.37      -576.547      
154           154           +260.86       +793.905      +308.633      +44.1134      -1759.44      -276.017      +1407.51      -2035.45      -627.942      
155           155           +247.946      +769.714      +315.357      +42.9498      -1730.84      -273.865      +1375.97      -2004.7       -628.737      
156           156           +249.44       +770.197      +332.822      +46.7151      -1660.39      -291.835      +1399.17      -1952.23      -553.051      
157           157           +247.881      +788.204      +325.044      +45.9785      -1648.85      -278.623      +1407.11      -1927.47      -520.36       
158           158           +278.597      +776.204      +294.173      +44.8434      -1670.51      -303.173      +1393.82      -1973.68      -579.867      
159           159           +241.258      +782.54       +327.919      +52.0688      -1601.22      -270.522      +1403.79      -1871.74      -467.957      
160           160           +262.224      +758.521      +314.73       +51.1463      -1633.15      -275.139      +1386.62      -1908.29      -521.664      
161           161           +258.494      +755.089      +296.774      +47.1755      -1556.85      -307.238      +1357.53      -1864.09      -506.557      
162           162           +275.898      +780.823      +317.551      +45.8814      -1632.77      -301.002      +1420.15      -1933.77      -513.616      
163           163           +262.858      +776.595      +310.04       +49.2202      -1653.82      -288.733      +1398.71      -1942.55      -543.837      
164           164           +253.372      +789.475      +313.147      +49.236       -1678.35      -294.327      +1405.23      -1972.68      -567.447      
165           165           +266.977      +808.216      +302.969      +39.1338      -1678.99      -280.429      +1417.3       -1959.41      -542.119      
166           166           +253.171      +767.454      +303.611      +44.6456      -1663.85      -260.842      +1368.88      -1924.69      -555.809      
167           167           +268.219      +805.807      +303.802      +40.7949      -1676.28      -258.123      +1418.62      -1934.41      -515.783      
168           168           +263.409      +788.466      +307.705      +38.3507      -1662.79      -295.826      +1397.93      -1958.62      -560.685      
169           169           +271.954      +771.707      +320.1        +42.4634      -1631.85      -283.691      +1406.22      -1915.55      -509.322      
170           170           +245.99       +792.742      +315.366      +46.2194      -1610.82      -304.019      +1400.32      -1914.84      -514.518      
171           171           +296.933      +835.921      +294.58       +47.725       -1625.83      -299.836      +1475.16      -1925.67      -450.513      
172           172           +251.863      +774.952      +331.084      +57.8359      -1632.61      -288.059      +1415.74      -1920.67      -504.938      
173           173           +255.415      +760.274      +339.13       +49.0392      -1603.81      -301.607      +1403.86      -1905.42      -501.561      
174           174           +252.188      +755.866      +309.623      +41.5736      -1624.63      -286.775      +1359.25      -1911.4       -552.153      
175           175           +273.767      +736.636      +302.403      +41.1821      -1573.65      -262.205      +1353.99      -1835.85      -481.867      
176           176           +262.954      +791.676      +302.407      +37.0736      -1652.97      -279.44       +1394.11      -1932.41      -538.298      
177           177           +243.661      +766.355      +294.363      +34.4963      -1612.16      -295.033      +1338.88      -1907.2       -568.322      
178           178           +261.16       +727.217      +339.767      +52.5208      -1637.21      -276.946      +1380.66      -1914.15      -533.489      
179           179           +260.604      +754.31       +330.112      +49.7236      -1620.55      -266.955      +1394.75      -1887.51      -492.756      
180           180           +244.226      +768.291      +308.972      +45.3837      -1576.28      -288.49       +1366.87      -1864.77      -497.897      
181           181           +258.109      +767.438      +301.709      +48.1144      -1602.94      -278.684      +1375.37      -1881.62      -506.253      
182           182           +257.03       +775.65       +314.776      +52.5398      -1619.53      -281.925      +1400         -1901.45      -501.455      
183           183           +268.375      +767.39       +346.95       +48.5744      -1613.49      -271.614      +1431.29      -1885.11      -453.819      
184           184           +283.21       +751.303      +319.034      +47.2842      -1612.07      -280.161      +1400.83      -1892.23      -491.401      
185           185           +264.541      +797.467      +330.894      +52.0029      -1616.57      -268.348      +1444.9       -1884.92      -440.016      
186           186           +259.53       +775.097      +318.497      +46.9395      -1703.4       -276.031      +1400.06      -1979.43      -579.368      
187           187           +238.098      +799.024      +334.115      +45.7692      -1680.8       -276.834      +1417.01      -1957.63      -540.624      
188           188           +270.936      +811.869      +312.866      +42.744       -1668.34      -262.179      +1438.41      -1930.52      -492.101      
189           189           +268.004      +804.526      +323.968      +45.4227      -1623.35      -258.605      +1441.92      -1881.96      -440.036      
190           190           +247.924      +776.822      +323.363      +41.0895      -1556.2       -266.553      +1389.2       -1822.75      -433.556      
191           191           +255.72       +793.451      +324.392      +54.1062      -1611.73      -256.663      +1427.67      -1868.39      -440.725      
192           192           +262.617      +816.466      +311.451      +49.0935      -1659.89      -264.183      +1439.63      -1924.07      -484.447      
193           193           +255.507      +761.93       +317.361      +41.1678      -1604.23      -274.887      +1375.97      -1879.12      -503.155      
194           194           +246.732      +759.079      +292.318      +43.7614      -1587.9       -268.928      +1341.89      -1856.82      -514.933      
195           195           +241.112      +780.966      +313.227      +50.3851      -1576.95      -274.946      +1385.69      -1851.89      -466.205      
196           196           +244.733      +734.912      +305.918      +52.167       -1583.95      -260.137      +1337.73      -1844.09      -506.36       
197           197           +263.346      +794.036      +307.739      +44.3295      -1570.44      -304.494      +1409.45      -1874.93      -465.48       
198           198           +282.326      +776.045      +332.668      +50.1199      -1627.72      -298.555      +1441.16      -1926.27      -485.115      
199           199           +270.599      +742.334      +313.284      +42.3942      -1621.63      -270.483      +1368.61      -1892.11      -523.501      
200           200           +241.871      +752.347      +308.24       +47.8137      -1612.41      -288.414      +1350.27      -1900.83      -550.554      
201           201           +245.744      +770.834      +315.144      +54.8074      -1619.94      -282.431      +1386.53      -1902.37      -515.842      
202           202           +253.57       +778.805      +316.71       +43.989       -1620         -286.925      +1393.07      -1906.92      -513.847      
203           203           +251.158      +801.138      +307.107      +41.5184      -1601.2       -257.356      +1400.92      -1858.56      -457.639      
204           204           +236.824      +768.836      +314.798      +44.9086      -1595.42      -278.508      +1365.37      -1873.93      -508.561      
205           205           +262.628      +764.101      +317.192      +40.3255      -1622.22      -303.697      +1384.25      -1925.92      -541.669      
206           206           +247.103      +740.088      +287.061      +35.6326      -1577.69      -293.126      +1309.88      -1870.81      -560.928      
207           207           +266.195      +746.144      +311.447      +43.0601      -1574.27      -311.466      +1366.85      -1885.73      -518.887      
208           208           +277.221      +744.919      +320.039      +50.8698      -1561.34      -267.161      +1393.05      -1828.5       -435.449      
209           209           +268.769      +750.423      +317.438      +39.6537      -1634.92      -275.191      +1376.28      -1910.11      -533.828      
210           210           +280.349      +765.741      +318.309      +44.762       -1715.33      -270.547      +1409.16      -1985.88      -576.718      
211           211           +258.572      +799.856      +325.714      +46.4018      -1696.82      -286.635      +1430.54      -1983.46      -552.915      
212           212           +242.373      +788.1        +310.575      +49.4557      -1654.16      -294.27       +1390.5       -1948.43      -557.93       
213           213           +261.264      +740.301      +328.444      +48.4839      -1740.36      -275.397      +1378.49      -2015.76      -637.267      
214           214           +256.192      +810.833      +319.858      +42.3621      -1717.65      -267.634      +1429.25      -1985.29      -556.042      
215           215           +252.946      +763.509      +322.792      +41.3429      -1621.97      -287.19       +1380.59      -1909.16      -528.57       
216           216           +247.224      +785.406      +330.947      +41.593       -1711.59      -285.932      +1405.17      -1997.52      -592.349      
217           217           +254.094      +795.852      +332.047      +53.1228      -1712.96      -262.921      +1435.12      -1975.88      -540.767      
218           218           +255.471      +746.391      +333.966      +45.6011      -1641.07      -290.432      +1381.43      -1931.5       -550.072      
219           219           +277.303      +797.196      +318.487      +44.9744      -1695.39      -284.896      +1437.96      -1980.28      -542.321      
220           220           +280.425      +770.366      +334.272      +47.5247      -1692.7       -289.987      +1432.59      -1982.69      -550.099      
221           221           +242.023      +756.109      +309.891      +43.384       -1703.44      -264.167      +1351.41      -1967.6       -616.198      
222           222           +269.677      +778.228      +312.398      +40.4428      -1748.67      -287.874      +1400.75      -2036.55      -635.8        
223           223           +257.205      +736.213      +316.377      +50.1598      -1739.86      -263.332      +1359.95      -2003.2       -643.241      
224           224           +260.143      +743.511      +320.735      +49.9         -1696.15      -267.604      +1374.29      -1963.75      -589.462      
225           225           +274.382      +764.866      +306.363      +49.5895      -1721.2       -286.726      +1395.2       -2007.92      -612.72       
226           226           +240.579      +796.413      +305.779      +46.1542      -1723.54      -280.376      +1388.93      -2003.91      -614.988      
227           227           +266.336      +779.086      +331.057      +52.321       -1713.66      -266.879      +1428.8       -1980.54      -551.743      
228           228           +250.371      +734.241      +322.498      +42.4737      -1722.54      -262.676      +1349.58      -1985.22      -635.632      
229           229           +239.023      +756.395      +314.373      +47.9604      -1662.29      -286.352      +1357.75      -1948.64      -590.893      
230           230           +248.465      +750.603      +315.229      +40.0953      -1676.05      -264.375      +1354.39      -1940.43      -586.037      
231           231           +269.867      +772.341      +310.697      +48.5354      -1692.16      -293.839      +1401.44      -1986         -584.56       
232           232           +280.255      +772.359      +324.502      +41.0402      -1653.34      -306.796      +1418.16      -1960.13      -541.974      
233           233           +259.657      +782.179      +304.072      +42.0188      -1675.06      -267.444      +1387.93      -1942.5       -554.577      
234           234           +272.491      +745.988      +322.034      +47.6557      -1607.02      -270.403      +1388.17      -1877.42      -489.252      
235           235           +271.306      +764.333      +319.492      +40.164       -1652.57      -281.59       +1395.3       -1934.16      -538.868      
236           236           +234.524      +817.335      +309.513      +43.2292      -1678.49      -304.344      +1404.6       -1982.83      -578.234      
237           237           +245.699      +762.201      +328.515      +47.3927      -1635         -282.926      +1383.81      -1917.92      -534.116      
238           238           +257.065      +759.798      +319.851      +47.7291      -1603.25      -254.791      +1384.44      -1858.04      -473.598      
239           239           +263.205      +769.687      +321.081      +44.5653      -1697.36      -284.113      +1398.54      -1981.47      -582.933      
240           240           +269.009      +785.605      +329.404      +43.6939      -1645.15      -289.202      +1427.71      -1934.35      -506.639      
241           241           +250.026      +785.555      +305.003      +44.1968      -1665.15      -285.42       +1384.78      -1950.57      -565.792      
242           242           +263.439      +743.901      +297.804      +42.6174      -1697.22      -289.156      +1347.76      -1986.38      -638.617      
243           243           +254.408      +795.031      +322.495      +47.631       -1698.3       -294.34       +1419.57      -1992.64      -573.07       
244           244           +270.083      +753.619      +319.023      +40.3057      -1698.2       -287.219      +1383.03      -1985.42      -602.391      
245           245           +249.776      +781.623      +324.015      +50.9889      -1628.03      -278.028      +1406.4       -1906.06      -499.659      
246           246           +260.608      +745.024      +318.445      +41.0822      -1679.99      -306.816      +1365.16      -1986.8       -621.642      
247           247           +231.795      +778.071      +317.258      +47.2996      -1696.52      -280.86       +1374.42      -1977.38      -602.956      
248           248           +250.065      +731.456      +325.248      +55.9834      -1600.11      -308.193      +1362.75      -1908.3       -545.549      
249           249           +277.63       +786.081      +307.779      +45.6019      -1688.29      -290.124      +1417.09      -1978.42      -561.325      
250           250           +258.512      +726.798      +324.599      +47.7615      -1678.9       -261.425      +1357.67      -1940.32      -582.654      
251           251           +279.328      +755.631      +308.387      +51.0787      -1661.13      -272.588      +1394.42      -1933.72      -539.295      
252           252           +259.487      +775.063      +319.54       +51.3514      -1767.49      -267.132      +1405.44      -2034.62      -629.182      
253           253           +272.99       +771.485      +297.854      +53.4707      -1655.04      -301.118      +1395.8       -1956.15      -560.354      
254           254           +253.094      +745.475      +318.245      +42.778       -1714.61      -275.457      +1359.59      -1990.06      -630.474      
255           255           +234.525      +786.475      +313.54       +52.8009      -1782.01      -286.825      +1387.34      -2068.83      -681.492      
256           256           +276.49       +779.991      +331.225      +44.6053      -1699.98      -283.015      +1432.31      -1982.99      -550.682      
257           257           +266.063      +753.241      +314.271      +45.1909      -1742.17      -288.706      +1378.77      -2030.87      -652.107      
