Frame         Time          Bond          Angle         Dihed         Impr          Elec          VdW           Conf          Nonbond       Total         
310           310           +205.016      +693.562      +305.178      +34.4909      -1661.3       -294.168      +1238.25      -1955.47      -717.225      
311           311           +226.897      +693.411      +303.259      +37.6545      -1644.08      -309.781      +1261.22      -1953.86      -692.637      
312           312           +249.694      +707.86       +308.892      +32.5594      -1598.52      -303.673      +1299.01      -1902.2       -603.191      
313           313           +210.965      +692.761      +288.203      +36.337       -1649.88      -294.178      +1228.27      -1944.06      -715.792      
314           314           +227.244      +666.661      +295.917      +40.7946      -1649.31      -289.411      +1230.62      -1938.72      -708.105      
315           315           +221.855      +676.791      +305.167      +33.4393      -1636.05      -305.466      +1237.25      -1941.51      -704.259      
316           316           +234.123      +672.834      +305.824      +44.6992      -1656.74      -323.144      +1257.48      -1979.89      -722.408      
317           317           +224.345      +695.429      +303.712      +38.0443      -1629.94      -300.183      +1261.53      -1930.13      -668.595      
318           318           +228.423      +702.555      +292.893      +42.5501      -1628.85      -296.028      +1266.42      -1924.87      -658.454      
319           319           +242.885      +672.219      +308.296      +38.4121      -1643.71      -304.858      +1261.81      -1948.57      -686.758      
320           320           +237.579      +713.089      +305.972      +37.4058      -1726.09      -307.801      +1294.05      -2033.89      -739.846      
321           321           +241.64       +694.426      +306.628      +37.1604      -1666.85      -304.55       +1279.85      -1971.4       -691.546      
322           322           +252.418      +713.572      +294.007      +50.2273      -1667.85      -309.592      +1310.22      -1977.44      -667.213      
323           323           +241.599      +665.754      +310.874      +33.6887      -1707.57      -260.073      +1251.92      -1967.64      -715.724      
324           324           +228.77       +682.756      +308.287      +39.8426      -1686.2       -293.546      +1259.66      -1979.74      -720.087      
325           325           +241.59       +694.948      +298.667      +36.118       -1669.69      -311.282      +1271.32      -1980.97      -709.65       
326           326           +241.425      +679.889      +301.889      +37.8021      -1647.82      -319.83       +1261.01      -1967.65      -706.643      
327           327           +219.43       +694.84       +281.041      +37.6908      -1604.76      -292.704      +1233         -1897.46      -664.462      
328           328           +252.388      +697.949      +311.071      +41.7532      -1601.67      -300.066      +1303.16      -1901.74      -598.578      
329           329           +211.485      +684.101      +312.769      +45.9418      -1625.24      -292.095      +1254.3       -1917.33      -663.036      
330           330           +212.337      +656.204      +302.321      +40.5612      -1664.93      -280.755      +1211.42      -1945.69      -734.265      
331           331           +213.932      +691.286      +300.637      +35.6592      -1634.85      -319.25       +1241.51      -1954.1       -712.584      
332           332           +206.86       +688.212      +303.01       +45.1514      -1665.32      -293.962      +1243.23      -1959.28      -716.046      
333           333           +203.199      +689.539      +305.583      +39.0726      -1626.22      -299.986      +1237.39      -1926.2       -688.809      
334           334           +227.91       +718.378      +307.673      +46.3025      -1653.56      -286.813      +1300.26      -1940.37      -640.11       
335           335           +213.736      +662.717      +287.134      +36.7271      -1670.25      -300.665      +1200.31      -1970.91      -770.597      
336           336           +201.753      +709.848      +303.796      +40.9445      -1709.97      -296.65       +1256.34      -2006.62      -750.279      
337           337           +228.872      +688.877      +284.529      +37.8056      -1668.69      -322.299      +1240.08      -1990.98      -750.9        
338           338           +230.602      +671.829      +311.293      +48.938       -1596.94      -292.643      +1262.66      -1889.58      -626.922      
339           339           +243.486      +664.859      +297.879      +35.3598      -1699.22      -309.259      +1241.58      -2008.48      -766.896      
340           340           +221.469      +693.412      +292.887      +43.3643      -1690.24      -325.888      +1251.13      -2016.13      -764.999      
341           341           +215.765      +642.455      +286.367      +32.9167      -1666.73      -301.161      +1177.5       -1967.89      -790.389      
342           342           +248.719      +665.378      +294.528      +38.9225      -1651.58      -295.911      +1247.55      -1947.49      -699.943      
343           343           +230.885      +683.782      +283.976      +41.8683      -1684.98      -293.832      +1240.51      -1978.81      -738.296      
344           344           +226.771      +681.913      +316.43       +37.0024      -1682.5       -303.214      +1262.12      -1985.71      -723.598      
345           345           +216.443      +709.852      +295.039      +38.0661      -1735.88      -291.862      +1259.4       -2027.74      -768.339      
346           346           +213.992      +718.086      +304.262      +46.358       -1683.44      -305.938      +1282.7       -1989.37      -706.674      
347           347           +242.557      +707.191      +292.442      +36.6523      -1668.05      -290.343      +1278.84      -1958.4       -679.555      
348           348           +224.939      +702.698      +294.993      +40.3192      -1695.64      -287.284      +1262.95      -1982.92      -719.971      
349           349           +222.358      +674.301      +298.57       +32.6534      -1634.16      -280.182      +1227.88      -1914.34      -686.456      
350           350           +207.154      +666.409      +304.826      +45.2767      -1657.01      -305.452      +1223.67      -1962.47      -738.801      
351           351           +227.293      +663.592      +293.023      +36.6711      -1703.35      -279.972      +1220.58      -1983.32      -762.744      
352           352           +227.629      +686.989      +297.12       +40.5165      -1702.34      -290.334      +1252.25      -1992.68      -740.424      
353           353           +222.053      +653.991      +303.717      +40.26        -1630.3       -272.358      +1220.02      -1902.66      -682.637      
354           354           +239.965      +687.923      +295.841      +42.8487      -1703.25      -275.854      +1266.58      -1979.1       -712.524      
355           355           +232.673      +723.899      +283.658      +32.8557      -1714.01      -293.795      +1273.09      -2007.81      -734.723      
356           356           +215.051      +676.019      +293.496      +42.2974      -1653.2       -294.997      +1226.86      -1948.19      -721.331      
357           357           +243.61       +660.125      +301.404      +37.2322      -1632         -272.002      +1242.37      -1904         -661.627      
358           358           +206.779      +688.4        +287.703      +29.9711      -1632.25      -301.422      +1212.85      -1933.68      -720.823      
359           359           +226.074      +676.318      +306.495      +43.9803      -1663.49      -276.352      +1252.87      -1939.84      -686.971      
360           360           +222.255      +710.515      +284.527      +35.2428      -1685.15      -291.534      +1252.54      -1976.68      -724.142      
361           361           +227.504      +693.221      +293.658      +38.2707      -1707.54      -271.775      +1252.65      -1979.31      -726.657      
362           362           +246.607      +726.333      +299.356      +35.6296      -1656.75      -298.214      +1307.93      -1954.96      -647.035      
363           363           +221.276      +664.042      +282.433      +39.5025      -1674.43      -289.287      +1207.25      -1963.72      -756.467      
364           364           +241.276      +662.259      +294.455      +42.3244      -1739.94      -295.648      +1240.31      -2035.59      -795.274      
365           365           +236.301      +688.081      +302.466      +39.154       -1707.11      -281.936      +1266         -1989.05      -723.048      
366           366           +220.352      +678.721      +297.097      +37.9427      -1634.69      -289.173      +1234.11      -1923.86      -689.749      
367           367           +233.068      +708.628      +295.384      +43.5035      -1674.67      -311.053      +1280.58      -1985.72      -705.142      
368           368           +208.632      +666.477      +289.176      +47.5793      -1607.96      -313.152      +1211.86      -1921.11      -709.247      
369           369           +239.76       +700.239      +293.11       +39.7814      -1661.93      -299.267      +1272.89      -1961.19      -688.303      
370           370           +213.737      +673.481      +294.445      +37.8041      -1647.24      -284.839      +1219.47      -1932.08      -712.609      
371           371           +215.357      +699.684      +281.623      +29.9469      -1677         -296.117      +1226.61      -1973.11      -746.502      
372           372           +216.676      +682.827      +299.114      +39.9999      -1633.82      -297.005      +1238.62      -1930.83      -692.211      
373           373           +207.016      +671.667      +285.852      +38.235       -1627.8       -306.368      +1202.77      -1934.17      -731.402      
374           374           +227.959      +698.616      +295.984      +40.8127      -1661.79      -286.122      +1263.37      -1947.91      -684.538      
375           375           +245.14       +659.682      +302.209      +36.7644      -1669.08      -285.391      +1243.8       -1954.47      -710.679      
376           376           +226.14       +709.444      +294.985      +48.5482      -1609.59      -303.361      +1279.12      -1912.95      -633.832      
377           377           +227.948      +739.935      +304.345      +44.5967      -1593.81      -299.986      +1316.83      -1893.8       -576.971      
378           378           +234.524      +671.486      +291.608      +34.4744      -1591.17      -318.832      +1232.09      -1910         -677.91       
379           379           +213.462      +658.403      +302.814      +40.8991      -1605.25      -282.388      +1215.58      -1887.64      -672.06       
380           380           +235.701      +658.185      +298.441      +40.729       -1569.25      -313.838      +1233.06      -1883.09      -650.028      
381           381           +249.751      +644.758      +292.954      +45.6783      -1588.47      -318.293      +1233.14      -1906.77      -673.627      
382           382           +228.383      +707.979      +307.447      +36.7573      -1602.9       -293.905      +1280.57      -1896.81      -616.239      
383           383           +221.625      +679.158      +283.097      +42.2339      -1600.35      -309.231      +1226.11      -1909.58      -683.467      
384           384           +254.278      +702.888      +297.214      +38.4564      -1538.12      -305.528      +1292.84      -1843.64      -550.807      
385           385           +239.004      +702.576      +302.59       +43.8442      -1574.01      -327.178      +1288.01      -1901.19      -613.173      
386           386           +200.694      +675.617      +289.057      +42.0995      -1604.83      -305.306      +1207.47      -1910.13      -702.665      
387           387           +236.569      +706.61       +295.081      +39.2978      -1581.23      -288.318      +1277.56      -1869.55      -591.993      
388           388           +231.445      +637.157      +300.966      +34.6777      -1607.28      -302.602      +1204.24      -1909.89      -705.642      
389           389           +213.706      +679.939      +283.998      +39.0064      -1658.96      -295.567      +1216.65      -1954.52      -737.875      
390           390           +206.116      +636.613      +281.878      +33.0328      -1567.69      -292.012      +1157.64      -1859.7       -702.065      
391           391           +213.65       +666.79       +303.352      +39.5532      -1618.8       -292.26       +1223.35      -1911.06      -687.718      
392           392           +216.247      +669.455      +302.666      +44.0819      -1633.45      -286.474      +1232.45      -1919.92      -687.471      
393           393           +229.635      +640.27       +304.733      +35.2188      -1647.69      -268.405      +1209.86      -1916.09      -706.236      
394           394           +226.505      +730.24       +291.773      +37.8852      -1650.25      -291.364      +1286.4       -1941.62      -655.216      
395           395           +224.757      +689.484      +294.449      +40.3349      -1584.37      -304.314      +1249.02      -1888.69      -639.663      
396           396           +213.672      +707.981      +283.756      +36.7551      -1592.64      -308.904      +1242.16      -1901.55      -659.382      
397           397           +217.407      +707.542      +302.524      +39.9823      -1595.48      -310.558      +1267.46      -1906.04      -638.582      
398           398           +229.854      +663.649      +303.853      +37.4565      -1618.09      -324.002      +1234.81      -1942.1       -707.284      
399           399           +224.603      +661.493      +286.424      +40.2289      -1622.38      -301.21       +1212.75      -1923.59      -710.842      
400           400           +240.679      +687.079      +309.895      +36.3864      -1666.94      -297.393      +1274.04      -1964.33      -690.291      
401           401           +212.292      +704.959      +313.045      +38.8497      -1658.33      -302.899      +1269.15      -1961.23      -692.08       
402           402           +207.989      +694.608      +290.174      +42.7731      -1695.04      -286.628      +1235.54      -1981.66      -746.12       
403           403           +230.411      +676.418      +302.667      +44.6542      -1609.99      -322.189      +1254.15      -1932.18      -678.029      
404           404           +238.136      +701.929      +290.616      +38.9591      -1666.77      -305.934      +1269.64      -1972.71      -703.068      
405           405           +230.494      +709.891      +290.052      +34.6103      -1674.89      -318.03       +1265.05      -1992.92      -727.877      
406           406           +213.505      +684.965      +282.522      +38.0291      -1656.12      -280.444      +1219.02      -1936.56      -717.541      
407           407           +259.139      +686.023      +269.675      +42.1193      -1657.01      -307.697      +1256.96      -1964.71      -707.752      
408           408           +253.868      +649.837      +310.711      +41.9473      -1629.85      -302.863      +1256.36      -1932.72      -676.353      
409           409           +230.906      +689.024      +298.875      +35.5504      -1681.1       -317.881      +1254.35      -1998.98      -744.624      
410           410           +231.503      +707.979      +285.131      +48.2329      -1678.12      -305.863      +1272.85      -1983.98      -711.138      
411           411           +227.059      +684.494      +296.511      +45.9162      -1696.18      -295.492      +1253.98      -1991.67      -737.688      
412           412           +227.014      +691.128      +308.515      +35.0505      -1674.89      -298.252      +1261.71      -1973.14      -711.43       
413           413           +223.376      +658.148      +316.81       +48.718       -1702         -299.848      +1247.05      -2001.85      -754.795      
414           414           +247.943      +665.427      +296.067      +36.0737      -1665.33      -295.525      +1245.51      -1960.86      -715.346      
415           415           +230.048      +709.029      +284.195      +37.8555      -1688.6       -298.077      +1261.13      -1986.68      -725.549      
416           416           +226.22       +680.104      +290.83       +42.1139      -1675.35      -289.276      +1239.27      -1964.62      -725.355      
417           417           +243.204      +695.172      +295.1        +42.7402      -1754.04      -285.097      +1276.22      -2039.14      -762.924      
418           418           +232.424      +679.426      +301.213      +42.7898      -1651.8       -313.554      +1255.85      -1965.35      -709.5        
419           419           +214.498      +672.932      +292.324      +34.0156      -1680.08      -293.482      +1213.77      -1973.56      -759.792      
420           420           +212.096      +660.204      +294.498      +38.5932      -1639.11      -292.766      +1205.39      -1931.88      -726.485      
421           421           +239.486      +682.845      +315.886      +42.6422      -1594.78      -310.718      +1280.86      -1905.5       -624.637      
422           422           +215.371      +688.275      +296.372      +38.3505      -1672.73      -304.577      +1238.37      -1977.31      -738.944      
423           423           +239.958      +712.072      +297.976      +43.0082      -1622.22      -311.741      +1293.01      -1933.96      -640.946      
424           424           +230.568      +690.265      +292.821      +40.7684      -1610.05      -311.469      +1254.42      -1921.51      -667.092      
425           425           +232.119      +659.91       +303.097      +39.1159      -1595.11      -324.613      +1234.24      -1919.72      -685.482      
426           426           +207.772      +669.93       +295.956      +40.0546      -1638.28      -306.208      +1213.71      -1944.49      -730.775      
427           427           +232.069      +665.065      +297.276      +41.0962      -1633.52      -299.277      +1235.51      -1932.8       -697.291      
428           428           +226.765      +710.726      +301.123      +38.714       -1673.72      -277.778      +1277.33      -1951.49      -674.168      
429           429           +229.337      +706.335      +299.297      +40.1211      -1719.61      -296.785      +1275.09      -2016.4       -741.309      
430           430           +236.281      +698.688      +306.668      +51.1035      -1722.44      -319.808      +1292.74      -2042.25      -749.51       
431           431           +249.743      +665.916      +317.251      +38.1288      -1717.09      -290.68       +1271.04      -2007.77      -736.736      
432           432           +227.926      +727.766      +303.084      +51.3314      -1745.32      -287.928      +1310.11      -2033.25      -723.144      
433           433           +210.332      +709.018      +302.407      +38.8913      -1723         -268.466      +1260.65      -1991.47      -730.821      
434           434           +249.614      +698.808      +301.423      +44.5048      -1775.03      -279.942      +1294.35      -2054.97      -760.625      
435           435           +220.527      +741.982      +296.081      +40.7654      -1710.17      -288.635      +1299.35      -1998.81      -699.455      
436           436           +214.989      +698.167      +310.152      +40.337       -1689.45      -290.738      +1263.64      -1980.19      -716.547      
437           437           +219.943      +691.999      +316.997      +39.4465      -1744.95      -274.878      +1268.39      -2019.83      -751.445      
438           438           +229.195      +687.54       +293.338      +37.2492      -1657.07      -312.545      +1247.32      -1969.61      -722.29       
439           439           +231.079      +675.491      +305.324      +43.6746      -1700.9       -295.517      +1255.57      -1996.41      -740.845      
440           440           +246.26       +632.305      +304.302      +47.3789      -1630.54      -295.225      +1230.25      -1925.77      -695.524      
441           441           +235.2        +678.241      +292.667      +30.6413      -1666.16      -295.022      +1236.75      -1961.18      -724.429      
442           442           +228.709      +691.119      +277.905      +37.8644      -1689.69      -293.186      +1235.6       -1982.87      -747.276      
443           443           +242.441      +666.461      +313.903      +37.0763      -1673.11      -301.047      +1259.88      -1974.16      -714.28       
444           444           +217.751      +686.354      +291.469      +46.047       -1699.3       -286.104      +1241.62      -1985.4       -743.781      
445           445           +216.019      +693.007      +290.978      +38.6358      -1664.38      -279.623      +1238.64      -1944         -705.364      
446           446           +226.808      +693.282      +289.562      +36.0949      -1754.94      -287.898      +1245.75      -2042.84      -797.092      
447           447           +213.908      +671.835      +302.219      +39.4416      -1703.06      -287.76       +1227.4       -1990.82      -763.417      
448           448           +240.142      +691.763      +287.504      +39.3056      -1748.06      -289.923      +1258.71      -2037.99      -779.271      
449           449           +228.92       +674.204      +308.341      +33.3511      -1712.11      -314.969      +1244.82      -2027.08      -782.267      
450           450           +228.682      +682.435      +274.697      +45.7448      -1698.11      -287.59       +1231.56      -1985.7       -754.141      
451           451           +237.684      +711.306      +305.019      +36.471       -1741.47      -299.5        +1290.48      -2040.97      -750.494      
452           452           +233.098      +697.688      +298.409      +35.0967      -1764.26      -305.573      +1264.29      -2069.83      -805.537      
453           453           +212.668      +709.726      +289.415      +42.1755      -1752.83      -304.024      +1253.98      -2056.86      -802.872      
454           454           +221.992      +668.369      +288.81       +33.7946      -1724.13      -312.365      +1212.97      -2036.5       -823.532      
455           455           +212.614      +679.638      +270.828      +41.0198      -1780.68      -295.788      +1204.1       -2076.47      -872.366      
456           456           +220.053      +700.187      +298.771      +46.8525      -1788.08      -284.752      +1265.86      -2072.84      -806.973      
457           457           +221.112      +680.934      +302.92       +39.3955      -1786.09      -295.694      +1244.36      -2081.78      -837.423      
458           458           +230.431      +704.166      +302.268      +37.9907      -1810.62      -311.764      +1274.86      -2122.39      -847.53       
459           459           +238.974      +690.752      +299.507      +40.0572      -1708.43      -316.979      +1269.29      -2025.41      -756.119      
460           460           +219.244      +679.368      +294.45       +40.7219      -1775.25      -292.64       +1233.78      -2067.89      -834.103      
461           461           +234.298      +657.499      +303.034      +40.5046      -1781.74      -270.226      +1235.34      -2051.97      -816.635      
462           462           +236.639      +683.533      +306.991      +40.1607      -1728.86      -300.716      +1267.32      -2029.58      -762.255      
463           463           +208.947      +683.902      +293.524      +40.4654      -1760.99      -284.163      +1226.84      -2045.15      -818.315      
464           464           +255.553      +686.309      +313.899      +39.7368      -1783.57      -298.662      +1295.5       -2082.24      -786.737      
465           465           +215.558      +680.491      +299.214      +38.8905      -1711.71      -294.063      +1234.15      -2005.77      -771.617      
466           466           +211.843      +682.702      +294.369      +38.6218      -1712.19      -311.659      +1227.54      -2023.85      -796.312      
467           467           +231.972      +673.235      +296.364      +42.8154      -1678.8       -312.183      +1244.39      -1990.98      -746.595      
468           468           +230.99       +686.058      +290.223      +47.9807      -1686.04      -295.23       +1255.25      -1981.27      -726.017      
469           469           +214.196      +707.006      +293.641      +44.3741      -1670.09      -289.083      +1259.22      -1959.18      -699.962      
470           470           +209.084      +656.718      +300.26       +48.8673      -1676.91      -310.269      +1214.93      -1987.18      -772.253      
471           471           +227.194      +666.182      +283.899      +45.996       -1645.58      -294.164      +1223.27      -1939.75      -716.476      
472           472           +202.485      +668.762      +294.343      +38.1426      -1702.95      -260.459      +1203.73      -1963.41      -759.678      
473           473           +241.71       +666.232      +301.807      +37.7477      -1682.86      -302.773      +1247.5       -1985.63      -738.138      
474           474           +217.928      +685.638      +300.869      +41.2546      -1717.22      -301.421      +1245.69      -2018.64      -772.954      
475           475           +234.07       +684.715      +294.777      +38.9921      -1693.95      -318.242      +1252.55      -2012.19      -759.639      
476           476           +240.251      +687.674      +283.538      +41.0417      -1711.41      -315.382      +1252.5       -2026.79      -774.285      
477           477           +225.575      +694.6        +293.96       +42.4696      -1656.02      -296.981      +1256.6       -1953         -696.397      
478           478           +223.273      +707.099      +289.999      +45.4227      -1663.43      -301.261      +1265.79      -1964.69      -698.896      
479           479           +231.139      +724.109      +292.066      +41.3028      -1695.2       -305.803      +1288.62      -2001         -712.386      
480           480           +247.633      +708.05       +280.597      +33.8926      -1714.82      -293.19       +1270.17      -2008.01      -737.836      
481           481           +232.283      +654.989      +282.81       +42.8053      -1669.73      -312.616      +1212.89      -1982.35      -769.458      
482           482           +229.475      +645.605      +297.894      +40.7127      -1714.54      -290.824      +1213.69      -2005.36      -791.677      
483           483           +225.17       +678.803      +302.421      +38.1892      -1704.29      -298.794      +1244.58      -2003.09      -758.505      
484           484           +235.797      +682.588      +293.029      +38.7829      -1725.91      -299.473      +1250.2       -2025.38      -775.188      
485           485           +234.625      +696.573      +303.647      +36.6555      -1689.47      -305.989      +1271.5       -1995.46      -723.961      
486           486           +202.746      +717.618      +277.225      +38.2312      -1737.33      -294.411      +1235.82      -2031.74      -795.918      
487           487           +227.177      +682.026      +292.593      +38.1058      -1683.28      -302.483      +1239.9       -1985.76      -745.861      
488           488           +224.858      +690.739      +296.311      +53.7801      -1725.69      -304.883      +1265.69      -2030.57      -764.881      
489           489           +221.067      +642.719      +292.808      +34.5645      -1721.79      -273.938      +1191.16      -1995.73      -804.572      
490           490           +219.532      +690.71       +286.471      +33.78        -1746.99      -305.378      +1230.49      -2052.37      -821.876      
491           491           +237.992      +696.981      +287.115      +37.5816      -1722.99      -293.109      +1259.67      -2016.1       -756.432      
492           492           +236.188      +693.257      +286.708      +39.0464      -1694.03      -293.54       +1255.2       -1987.57      -732.371      
493           493           +221.93       +698.735      +287.092      +39.2669      -1656.57      -294.997      +1247.02      -1951.57      -704.545      
494           494           +225.776      +722.615      +301.824      +44.188       -1702.78      -310.416      +1294.4       -2013.2       -718.795      
495           495           +238.532      +686.373      +308.524      +36.8683      -1681.86      -297.032      +1270.3       -1978.89      -708.592      
496           496           +232.349      +721.117      +280.497      +43.5927      -1673.44      -308.318      +1277.56      -1981.76      -704.206      
497           497           +218.411      +721.196      +305.206      +39.6712      -1686.32      -309.298      +1284.48      -1995.62      -711.132      
498           498           +247.506      +679.236      +300.214      +41.0927      -1692.31      -322.308      +1268.05      -2014.62      -746.569      
499           499           +226.084      +671.71       +286.558      +32.9467      -1647.11      -304.821      +1217.3       -1951.93      -734.632      
500           500           +234.623      +692.23       +302.797      +43.2834      -1685.73      -305.586      +1272.93      -1991.32      -718.385      
501           501           +220.537      +696.759      +292.598      +43.2239      -1705.09      -306.815      +1253.12      -2011.9       -758.784      
502           502           +224.545      +655.471      +278.619      +40.3271      -1653.49      -301.931      +1198.96      -1955.42      -756.461      
503           503           +230.333      +697.418      +292.556      +39.0181      -1677.62      -329.396      +1259.32      -2007.02      -747.693      
504           504           +227.148      +666.836      +282.165      +31.9758      -1706.42      -291.158      +1208.12      -1997.58      -789.453      
505           505           +259.424      +688.602      +293.357      +40.2593      -1731.42      -299.141      +1281.64      -2030.56      -748.913      
506           506           +220.863      +684.442      +298.213      +42.9214      -1706.23      -291.817      +1246.44      -1998.04      -751.605      
507           507           +242.485      +690.513      +313.073      +39.934       -1678.54      -319.448      +1286.01      -1997.98      -711.98       
508           508           +236.43       +720.773      +286.848      +45.0026      -1667.23      -317.463      +1289.05      -1984.69      -695.637      
509           509           +241.107      +666.489      +311.655      +40.128       -1631.45      -295.125      +1259.38      -1926.58      -667.198      
510           510           +220.004      +670.865      +286.171      +40.9178      -1580.07      -298.408      +1217.96      -1878.48      -660.525      
511           511           +206.251      +711.335      +293.753      +48.1915      -1657.68      -279.093      +1259.53      -1936.78      -677.246      
512           512           +241.997      +679.328      +285.278      +39.1394      -1660.83      -286.856      +1245.74      -1947.69      -701.945      
513           513           +216.809      +688.428      +289.366      +35.1414      -1619.54      -299.527      +1229.74      -1919.07      -689.325      
514           514           +240.047      +682.811      +300.946      +51.0901      -1641.7       -309.901      +1274.89      -1951.6       -676.706      
515           515           +219.628      +710.822      +278.282      +39.6897      -1647.52      -276.243      +1248.42      -1923.77      -675.347      
516           516           +249.955      +704.717      +279.187      +36.4091      -1602.63      -314.028      +1270.27      -1916.66      -646.392      
517           517           +236.511      +728.269      +284.48       +30.6585      -1670.58      -275.659      +1279.92      -1946.24      -666.325      
518           518           +213.486      +687.738      +298.883      +36.7924      -1712.93      -302.971      +1236.9       -2015.9       -779.005      
519           519           +215.33       +680.773      +279.286      +43.0033      -1684.42      -300.022      +1218.39      -1984.44      -766.048      
520           520           +214.331      +702.852      +309.581      +42.6159      -1740.7       -294.293      +1269.38      -2035         -765.616      
521           521           +221.748      +702.747      +282.997      +44.9116      -1717.62      -288.469      +1252.4       -2006.09      -753.687      
522           522           +232.718      +687.878      +311.6        +42.4056      -1757.6       -292.216      +1274.6       -2049.82      -775.217      
523           523           +230.434      +691.449      +286.974      +38.9132      -1739.91      -275.429      +1247.77      -2015.34      -767.573      
524           524           +226.778      +708.514      +290.735      +44.8541      -1707.63      -286.536      +1270.88      -1994.17      -723.285      
525           525           +213.846      +672.248      +304.652      +34.7406      -1694.27      -306.326      +1225.49      -2000.6       -775.11       
526           526           +199.972      +705.677      +305.506      +36.2821      -1687.96      -290.249      +1247.44      -1978.21      -730.777      
527           527           +211.157      +714.648      +288.806      +35.2694      -1664.01      -302.203      +1249.88      -1966.22      -716.337      
528           528           +249.865      +709.961      +279.735      +46.3497      -1662.55      -288.156      +1285.91      -1950.71      -664.797      
529           529           +236.106      +704.881      +285.142      +32.2544      -1669.65      -316.725      +1258.38      -1986.38      -727.992      
530           530           +228.327      +692.847      +274.732      +40.9483      -1658.29      -319.244      +1236.85      -1977.54      -740.684      
531           531           +224.827      +689.997      +290.944      +41.7056      -1677.64      -278.327      +1247.47      -1955.97      -708.496      
532           532           +225.179      +654.096      +289.892      +40.8645      -1663.99      -297.683      +1210.03      -1961.68      -751.645      
533           533           +209.093      +685.378      +301.416      +39.2903      -1641.8       -283.604      +1235.18      -1925.41      -690.232      
534           534           +210.923      +666.341      +312.875      +39.9284      -1614.03      -294.141      +1230.07      -1908.17      -678.107      
535           535           +245.572      +680.207      +307.172      +35.6581      -1678.11      -301.574      +1268.61      -1979.68      -711.074      
536           536           +220.328      +659.515      +292.204      +44.8883      -1605.56      -297.509      +1216.93      -1903.07      -686.133      
537           537           +247.086      +694.809      +317.811      +43.0814      -1642.39      -289.828      +1302.79      -1932.22      -629.433      
538           538           +242.075      +670.129      +285.977      +51.1665      -1653.4       -293.542      +1249.35      -1946.95      -697.599      
539           539           +237.208      +710.484      +300.489      +40.0177      -1651.55      -313.093      +1288.2       -1964.64      -676.442      
540           540           +222.123      +685.656      +296.461      +40.7339      -1594.55      -322.349      +1244.97      -1916.9       -671.928      
541           541           +239.098      +684.981      +295.097      +40.5482      -1641.19      -308.539      +1259.72      -1949.73      -690.001      
542           542           +235.938      +702.465      +297.425      +48.5543      -1582.64      -296.481      +1284.38      -1879.12      -594.741      
543           543           +214.297      +661.209      +286.267      +36.5004      -1584.05      -293.183      +1198.27      -1877.23      -678.954      
544           544           +233.971      +690.031      +288.816      +42.9146      -1606.48      -296.875      +1255.73      -1903.36      -647.623      
545           545           +220.386      +668.917      +292.316      +37.333       -1587.45      -294.497      +1218.95      -1881.95      -662.999      
546           546           +234.964      +688.292      +293.362      +35.5424      -1619.64      -305.341      +1252.16      -1924.98      -672.816      
547           547           +230.519      +689.37       +306.17       +42.3494      -1608.08      -311.223      +1268.41      -1919.3       -650.891      
548           548           +234.506      +701.274      +298.461      +37.4129      -1672.82      -307.855      +1271.65      -1980.68      -709.021      
549           549           +227.029      +698.31       +276.167      +43.4805      -1617.27      -303.221      +1244.99      -1920.49      -675.502      
550           550           +242.278      +672.6        +288.241      +39.8587      -1593.43      -305.945      +1242.98      -1899.37      -656.397      
551           551           +247.798      +702.727      +292.968      +44.9715      -1586.67      -310.283      +1288.46      -1896.95      -608.491      
552           552           +240.896      +683.832      +283.64       +36.1596      -1608.77      -310.182      +1244.53      -1918.96      -674.429      
553           553           +219.328      +684.437      +295.567      +35.4417      -1658.76      -298.752      +1234.77      -1957.51      -722.74       
554           554           +232.73       +682.963      +309.821      +34.1455      -1628.07      -293.463      +1259.66      -1921.53      -661.873      
555           555           +184.694      +711.419      +299.594      +42.9489      -1653.72      -285.167      +1238.66      -1938.88      -700.226      
556           556           +241.174      +691.042      +296.339      +40.8914      -1639.39      -306.883      +1269.45      -1946.27      -676.822      
557           557           +229.567      +662.007      +299.497      +36.4489      -1622.79      -296.711      +1227.52      -1919.5       -691.978      
558           558           +221.891      +674.484      +288.404      +37.0997      -1675.4       -282.034      +1221.88      -1957.43      -735.552      
559           559           +231.078      +652.228      +295.596      +50.6551      -1604.44      -293.758      +1229.56      -1898.19      -668.635      
560           560           +222.905      +680.56       +286.33       +36.9165      -1616.85      -307.783      +1226.71      -1924.63      -697.92       
561           561           +236.917      +654.666      +286.783      +39.5235      -1628.7       -319.569      +1217.89      -1948.27      -730.378      
562           562           +217.333      +692.645      +289.57       +38.7379      -1641.05      -290.455      +1238.29      -1931.5       -693.218      
563           563           +243.317      +691.687      +291.168      +32.0708      -1663.47      -280.761      +1258.24      -1944.24      -685.994      
564           564           +216.327      +685.33       +284.522      +39.5137      -1637.17      -292.934      +1225.69      -1930.1       -704.407      
565           565           +219.8        +649.326      +303.841      +34.2553      -1616.73      -308.124      +1207.22      -1924.86      -717.634      
566           566           +225.292      +709.21       +294.248      +44.4304      -1657.24      -302.355      +1273.18      -1959.6       -686.415      
567           567           +238          +673.725      +284.146      +38.5164      -1620.17      -289.718      +1234.39      -1909.89      -675.502      
568           568           +227.767      +688.318      +294.026      +43.0667      -1639.44      -290.484      +1253.18      -1929.92      -676.746      
